識別碼,新聞標題,新聞分類,發布日期,新聞前言,新聞連結,來源媒體,來源媒體連結,資料更新時間
news_0d15650ec4c2bc8c7f327468d6a961c2,財報季迎來好兆頭　凱基投顧預期多頭延續到明年上半年,財經新聞,2024-10-25T09:24:00Z,台股7月歷經股災，8月築出底部，9月迎來反彈，10月延續漲勢，主要反映美國經濟逐漸化解衰退陰霾以及中國祭出規模空前的經濟刺激政策，凱基投顧表示，今年6月即提出「下半年先蹲後跳、第四季向上反彈」，提前預告第三季修正風險及年底的投資機會，檢視迄今市場變化都相當精準，而現階段多項正面訊息支撐之下，展望到年底期間只剩需要留意美國總統大選結果對股市造成的不確定性，預期台股本波多頭行情將至少可延續至明年初。,https://finance.ettoday.net/news/2842266,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,11/01/2024 12:23:27
news_d65c5b1cd5dce2ccb6a68032f27e5cdd,不受美選影響 料Fed降息1碼,財經新聞,2024-11-03T21:30:00Z,"經濟學家︰川普若入主白宮 恐干預聯準會利率決策、使通膨飆升
〔編譯魏國金／綜合報導〕沒有人知道五日美國總統大選結果，但兩天後聯準會（Fed）動向卻能輕易預期：隨著通膨降溫，聯準會料將第二次降息，降息幅度為一碼（○．二五個百分點）。
美聯社報導，在聯準會為期兩天的會議於七日下午結束時，美國總統的選…",https://ec.ltn.com.tw/article/paper/1675262,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/11/2024 12:21:06
news_1d2c5a44a31e647e149f97d6e332a8fd,小檔案》美國晶片禁令,財經新聞,2024-11-02T21:30:00Z,"■美國為何祭出禁令？
美國政府認為未來10年最重要的三大科技為「運算技術」、「生物技術」及「製造、清潔能源」，其中運算技術包含微電子、AI及量子運算等；目的是遏止集權中國將相關科技發展運用到軍工領域，威脅到美國等民主國家安全。
■不斷擴大的晶片禁令！
相較川普政府的華為禁令，拜登政府晶片禁令範…",https://ec.ltn.com.tw/article/paper/1675210,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/10/2024 12:27:29
news_1eaaad006fab1bea5bf427f6d4ba6523,經濟學人：3因素共伴 全球股市驚跌,財經新聞,2024-08-04T21:30:00Z,"〔編譯盧永山／綜合報導〕八月才開始，全球股市就慘跌，讓投資人心驚膽跳。英國《經濟學人》雜誌分析，投資人意識到人工智慧（AI）題材被賦予太多不切實際的厚望、美國經濟陷入困境、日圓走強等三大因素結合在一起，導致恐懼席捲全球市場。
分析指出，美股發生最劇烈波動的時間，就是Google、亞馬遜、蘋果、Me…",https://ec.ltn.com.tw/article/paper/1660130,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/12/2024 12:19:19
news_f09677e15b3be5f25d66a34e3ea801dc,台股震盪劇烈 國泰投信張錫：跌深就是最大利多,財經新聞,2024-08-06T09:01:51Z,（中央社記者曾仁凱台北6日電）全球股市動盪，上週五和本週一，台股2個交易日大跌2811.22點，今天回穩，終場上漲670.14點，收在20501.02點，收復2萬點大關。國泰投信董事長張錫認為，跌深就是最大的利多，台股修正之後，反而提供投資人分批買進好機會。,https://www.cna.com.tw/news/afe/202408060236.aspx,中央通訊社,https://www.cna.com.tw/list/aie.aspx,08/13/2024 12:18:11
news_8050c1120a3b888875da04813874082d,台經院︰不排除央行再祭管制措施,財經新聞,2024-08-26T21:30:00Z,"可能擴大範圍或降低房貸成數

〔記者徐子苓／台北報導〕台經院昨發布景氣動向調查，七月製造業、服務業營業氣候測驗點持平，營建業測驗點則轉為下滑。台經院表示，不排除央行再祭出第七波選擇性信用管制，可能擴大範圍或降低房貸成數，下半年房市將轉趨謹慎。

調查顯示，七月製造業營業氣候測驗點為九十九點、…",https://ec.ltn.com.tw/article/paper/1663806,自由時報,https://news.ltn.com.tw/list/breakingnews/business,09/03/2024 12:19:13
news_20ffa3246ab8a5aca2cbdec20bbe1ced,全球市場持續動盪 美聯準會面臨緊急降息壓力,財經新聞,2024-08-06T01:43:41Z,（中央社華盛頓5日綜合外電報導）全球股市持續拋售引發各界呼籲美國聯邦準備理事會（Fed）迅速及果斷降息，部分分析師敦促聯準會在9月針對利率做出決策前緊急降息。,https://www.cna.com.tw/news/aopl/202408060031.aspx,中央通訊社,https://www.cna.com.tw/list/aie.aspx,08/13/2024 12:18:11
news_040d29ba88266aa06f6163b23af66954,台股跌深就是最大利多！　多頭總司令張錫曝「分批撿便宜」,財經新聞,2024-08-06T08:18:00Z,針對台股近期大幅修正，被市場稱為「台股多頭總司令」的國泰投信董事長張錫6日表示，短空因素引發市場恐慌，但AI趨勢未變，以資產管理業者的角度來看，此時低點，其實正是檢視企業基本面的最佳時間，也是投資人可以分批撿便宜的機會。,https://finance.ettoday.net/news/2792045,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/13/2024 12:18:11
news_0a85b865111d896fa12ab7458473930c,川普放話若重返白宮 任何州都不得禁燃油車,財經新聞,2024-10-04T02:35:54Z,"高佳菁／核稿編輯
〔財經頻道／綜合報導〕共和黨總統候選人川普（Donald Trump）將汽車產業的未來視為競選的關鍵議題，川普週四（3日）出席密西根州競選活動時表示，如果11月總統大選後重返白...…",https://ec.ltn.com.tw/article/breakingnews/4819773,自由時報,https://news.ltn.com.tw/list/breakingnews/business,10/11/2024 12:24:41
news_0bfb2936fa19e0fa1d67de78d61e9f81,LTN經濟通》美國半導體政治聯姻？未圓房就被看衰,財經新聞,2024-10-07T23:14:48Z,"高通高調宣稱要併英特爾


歐祥義／核稿編輯
〔財經頻道／綜合報導〕科技大廠英特爾（Intel）近年致力重振晶圓代工業務，投入大量資本卻未看到明顯回報，加上在AI（人工智慧）熱潮中落後競爭對手，...…",https://ec.ltn.com.tw/article/breakingnews/4819792,自由時報,https://news.ltn.com.tw/list/breakingnews/business,10/15/2024 12:29:20
news_7f823143131256b391c643948fc652ae,抓最後一個！中國股市暴力反彈 分析師示警「最大風險」,財經新聞,2024-10-04T04:03:35Z,"林浥樺／核稿編輯
〔財經頻道／綜合報導〕中國當局上週宣布一系列救市措施，推動了中國滬深300指數連9天上漲，累計漲幅超過25%，週一（9月30日）漲幅超過8%，創16年來最大單日漲幅，上證綜合指...…",https://ec.ltn.com.tw/article/breakingnews/4819903,自由時報,https://news.ltn.com.tw/list/breakingnews/business,10/11/2024 12:24:41
news_b2604e018e3743f180a532fad7966d7e,財報季迎好兆頭！凱基投顧：台股多頭延續到明年上半年,財經新聞,2024-10-25T02:47:36Z,"林浥樺／核稿編輯


〔財經頻道／綜合報導〕台股7月歷經股災，8月築出底部，9月迎來反彈，10月延續漲勢，主要反映美國經濟逐漸化解衰退陰霾以及中國祭出規模空前的經濟刺激政策，凱基投顧表示，今年6...…",https://ec.ltn.com.tw/article/breakingnews/4841531,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/01/2024 12:23:27
news_7540f83429f104f2eddade9aa7aa5a93,IMF總裁警告：全球經濟面臨成長低迷、高債務的風險,財經新聞,2024-10-25T02:11:06Z,"高佳菁／核稿編輯
〔財經頻道／綜合報導〕國際貨幣基金（IMF）總裁喬治艾娃（Kristalina Georgieva）週四（24日）警告，世界有陷入低成長、高債務泥沼的危險，這將使各國政府用於改...…",https://ec.ltn.com.tw/article/breakingnews/4841532,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/01/2024 12:23:27
news_e3f8e81f9f552f7b308c36eba5296575,美股大怒神將引爆！貝萊德警告：這一風險被低估,財經新聞,2024-10-25T05:59:14Z,"高佳菁／核稿編輯
〔財經頻道／綜合報導〕儘管圍繞美國大選的不確定性持續存在，但這並未能阻止美股今年以來頻刷新高，然隨著大選倒數，美股恐再度面臨劇盪，貝萊德警告，市場低估了「有爭議」的大選結果風險...…",https://ec.ltn.com.tw/article/breakingnews/4841809,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/01/2024 12:23:27
news_2b64839d295bb396eece9bcb906279ce,中國監控巨頭海康威視母公司慘了   前董事長、總經理全被抓,財經新聞,2024-10-25T11:34:07Z,"陳麗珠／核稿編輯
〔財經頻道／綜合報導〕中國海康威視於2019年被美國川普政府列入黑名單，指控其參與對中國維吾爾穆斯林的人權迫害，其母公司-中國電科則被習近平盯上，前董事長陳肇雄及前總經理吳曼青...…",https://ec.ltn.com.tw/article/breakingnews/4842017,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/01/2024 12:23:27
news_10fc8c205fba49f3784cc29360b0f496,輝達晶片在中國交易仍活躍 中企換殼鑽漏洞,財經新聞,2024-08-05T22:57:57Z,"吳孟峰／核稿編輯


〔財經頻道／綜合報導〕根據《紐約時報》的一項調查顯示，儘管美國對中國實施廣泛科技技術封鎖，但適用於新興人工智慧（AI）應用的先進輝達晶片在中國的交易依舊活躍，產品仍落入中國...…",https://ec.ltn.com.tw/article/breakingnews/4759384,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/13/2024 12:18:11
news_5abf652474d765794512b3b0d9f3493d,美裁定Google非法壟斷搜尋業務 Alphabet恐面臨分拆,財經新聞,2024-08-06T01:03:48Z,"歐祥義／核稿編輯
〔財經頻道／綜合報導〕美國法官週一（5日）裁定，科技巨頭Google違反了反壟斷法，斥資數十億美元建立了非法壟斷業務，成為全球預設的搜尋引擎，最新的判決成為聯邦政府在挑戰大型科...…",https://ec.ltn.com.tw/article/breakingnews/4759970,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/13/2024 12:18:11
news_c3d5b0b23b7bccdbbc18f0e5e14f0e87,美股暴跌逾千點 川普發聲：這叫做賀錦麗崩盤！,財經新聞,2024-08-06T01:16:31Z,"林浥樺／核稿編輯
〔財經頻道／綜合報導〕美國股市經歷了黑色星期一，四大指數全面下跌，美國前總統川普（ Donald Trump）週一（5日）聲稱這是「賀錦麗崩盤」（The Kamala Cras...…",https://ec.ltn.com.tw/article/breakingnews/4759991,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/13/2024 12:18:11
news_7ce09825a53e79970373cc8cbd270d0a,美股表現牽動美總統大選？歷史：選前3個月「這指數」是關鍵,財經新聞,2024-08-06T07:08:14Z,"林浥樺／核稿編輯
〔財經頻道／綜合報導〕距離美國總統大選只剩下3個月的時間。專家認為，美股表現恐牽動美國總統候選人的競選；外媒指出，選前3個月的美國股市表現將是關鍵，若報酬率好，將有利賀錦麗（K...…",https://ec.ltn.com.tw/article/breakingnews/4760386,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/13/2024 12:18:11
news_a879f63b9dc875280a655cf895a0fac8,「跌深是最大的利多」 國泰投信張錫：2萬點不用救市,財經新聞,2024-08-06T13:01:30Z,"對於台股近期大幅修正，國泰投信董事長張錫今天表示，「跌深是最大的利多」，現在是好的進場時間點，政府也不需要有救市或相關因應的措施，反而會引發恐慌。


張錫指出，之前提到...…",https://ec.ltn.com.tw/article/breakingnews/4760972,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/13/2024 12:18:11
news_60bd4a3a95f09d8e9810b639fc3c43c0,「關稅比愛情更美」！川普力倡以關稅取代所得稅,財經新聞,2024-10-27T09:10:52Z,美國共和黨總統候選人、前總統川普接受Podcast 節目「喬羅根體驗」（The Joe Rogan Experience）訪問時指出，他考慮以關稅代替所得稅，因為關稅是字...…,https://ec.ltn.com.tw/article/breakingnews/4843748,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/03/2024 12:24:53
news_0acde4261abd27f5408921802e0640de,學者：3雜音加劇跌勢 停看聽為妙,財經新聞,2024-08-05T21:30:00Z,"〔記者徐子苓／台北報導〕台股昨創史上最大跌點及跌幅紀錄，國泰世華銀行首席經濟學家林啟超分析，根本原因是美、日、台股乖離率過高，股市漲多自然會回檔，加上過去一個月有三大雜音，加劇股市下跌。
林啟超指出，一是美國前總統川普的談話，包含宣稱台灣奪走美國的晶片生意，以及批評弱勢日圓導致美日貿易逆差，因此近…",https://ec.ltn.com.tw/article/paper/1660244,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/13/2024 12:18:11
news_185196ce6c4acac541d47668e5a2a173,川普選情　謝金河：股價最先知,財經新聞,2024-09-19T01:50:00Z,美國總統大選進入倒數階段，川普與賀錦麗支持度仍不分軒輊，各界都很關注選舉結果，財信傳媒董事長謝金河認為，有一個敏感的指標值得注意，就是今年3月上市的川普媒體科技公司，一上市股價衝到79.38美元，今天跌到15.3美元，收盤15.62美元，市值只剩下31.56億美元，股價一直下跌，看起來不是好兆頭。,https://finance.ettoday.net/news/2819540,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,09/26/2024 12:20:04
news_e52b32f04f8b9fb6a3d3b73c2309005f,川普提對貿易夥伴徵收20％關稅 稱「以眼還眼，這是常識」,財經新聞,2024-08-20T23:19:31Z,"吳孟峰／核稿編輯


〔財經頻道／綜合報導〕美國前總統川普上週提出對美國貿易夥伴徵收10-20%關稅，在2024 年總統競選過程中再次引發貿易問題。川普周一表示，如果貿易夥伴傷害我們，我就要以眼...…",https://ec.ltn.com.tw/article/breakingnews/4775208,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/28/2024 12:20:36
news_4c8fcac849a94912556bd129679266ca,焦點股》新唐：打入GB200供應鏈   內外資狂買,財經新聞,2024-10-30T01:31:19Z,MCU廠新唐（4919）傳出BMC（伺服器遠端管理控制晶片）業務打入輝達GB200供應鏈，昨日吸引外資與投信法人同步大買，繼昨日強拉漲停後，今日早盤也帶量開高、一度漲逾5...…,https://ec.ltn.com.tw/article/breakingnews/4846332,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/06/2024 12:31:31
news_de48209591865bda5c5b1c253ec6a10f,美國大選白熱化！專家點名3檔選舉財大贏家,財經新聞,2024-08-01T03:43:28Z,"高佳菁／核稿編輯
〔財經頻道／綜合報導〕隨著美國總統競選越來越激烈，《CNBC》財經節目主持人克萊默（Jim Cramer）認為，在雙方勢均力敵的選舉，給投資人1個在大選前夕進場機會，而福克斯、...…",https://ec.ltn.com.tw/article/breakingnews/4755362,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/08/2024 12:17:52
news_82c9261c1911bf72037548e5aba3f0b2,最強助選員！馬斯克金援川普24.1億元,財經新聞,2024-10-16T06:06:41Z,"吳孟峰／核稿編輯
〔財經頻道／綜合報導〕美國富豪馬斯克（Elon Musk）堪稱是共和黨總統參選人川普（Donald Trump）最強助選員，除了親自幫川普站台輔選外，現還被爆出自掏腰包提供約7...…",https://ec.ltn.com.tw/article/breakingnews/4832397,自由時報,https://news.ltn.com.tw/list/breakingnews/business,10/23/2024 12:28:52
news_3a5b52be8c2041a19aeff18411c6af04,川普若當選「台灣絕對逃不掉！」　台商曝隱憂：東協跳板恐被廢掉,財經新聞,2024-08-03T01:33:00Z,六年前美國總統川普（Donald Trump）開啟美中貿易戰，台灣廠商因應全球製造業「再平衡」，調整生產基地，鄰近大陸的東南亞成第一順位，如今川普參選再喊新貿易計畫，令不少台商憂心，私下向CTWANT記者透露，「被視為中國跳板『洗產地』的東南亞可能不太安全」，且「若川普當選，恐怕連台灣科技廠前進的墨西哥，都可能掃到颱風尾。」,https://finance.ettoday.net/news/2790125,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/10/2024 12:18:13
news_e66d2ae6dace6bc160bc1ea7e8199eb1,美大選干擾全球股市　專家：搶短一口氣投入要有勇敢的心臟,財經新聞,2024-07-25T04:34:00Z,台灣在放颱風假的同時，全球金融市場還是持續在運作的。美國股市昨天仍然處於政治的不確定性因素，呈現下跌趨勢。,https://finance.ettoday.net/news/2784341,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/01/2024 12:18:54
news_34d9b11b116f81dc52b0a8ff6f01974d,先探／AI休息　光纖接棒,財經新聞,2024-07-26T09:15:00Z,在光通訊供應鏈中，負責磊晶的聯亞、全新，光纖主被動元件的光聖、波若威、上詮，封測廠訊芯-KY、聯鈞等皆可望持續受惠。,https://finance.ettoday.net/news/2785051,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/02/2024 12:17:59
news_bfad5280531feb7be3fce4fbe2511f89,盤勢分析》美大選前避險賣壓出籠 選後不悲觀,財經新聞,2024-10-29T21:30:00Z,"美股四大指數週一漲多跌少，但在川普「保護費」持續影響下，台股昨開低走低，除電子權值股疲軟外，中小型股也下挫，加權指數盤中一度重挫近500點，跌破季線，終場在台積電（2330）跌幅縮小下，加權指數下跌271.48點，收在22926.59點，跌破月線，成交量約3516億元。
三大法人昨日合計賣超401…",https://ec.ltn.com.tw/article/paper/1674472,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/06/2024 12:31:31
news_fa14d87f8de746dfec4a763e571b47dc,中國人大常委會開議 恐無救市大菜,財經新聞,2024-11-04T21:30:00Z,"分析師︰側重地方債務互換降低風險 4兆人民幣刺激方案將落空


〔編譯盧永山／綜合報導〕中國人大常委會推遲至本月四至八日召開，外界預期會議結束後，北京會公布財政刺激措施的規模。分析師指出，刺激方案將側重於透過地方債務互換和向銀行注資來穩定經濟，不會複製二○○八年全球金融危機期間推出的四兆人民幣…",https://ec.ltn.com.tw/article/paper/1675424,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/12/2024 12:19:50
news_1accfc02b18e834735512f2e0e002ee6,美選牽動股匯債 新興市場陷焦慮,財經新聞,2024-11-04T21:30:00Z,"〔編譯魏國金／綜合報導〕彭博報導，美國總統大選結果可能撼動全球貿易，以及擾亂開發中國家的經濟前景，致使新興市場普遍籠罩美國選舉焦慮。從墨西哥市到上海，經歷一年來市場波動的交易員無不為這一波最新的政治動盪「超前部署」。
儘管美國總統選戰仍勢均力敵，不過，投資人正為前總統川普重返執政做準備；他的關稅與…",https://ec.ltn.com.tw/article/paper/1675427,自由時報,https://news.ltn.com.tw/list/breakingnews/business,11/12/2024 12:19:50
news_686260a528e67568c90c2567895ca16e,Fed降息2碼 鮑爾：對結束高通膨更有信心,財經新聞,2024-09-19T00:55:07Z,"林浥樺／核稿編輯
〔財經頻道／綜合報導〕美國聯準會（Fed）週三（18日）啟動降息，將基準利率下調0.5個百分點（2碼），來到4.75-5％的範圍，Fed主席鮑爾（Jerome Powell）在...…",https://ec.ltn.com.tw/article/breakingnews/4804144,自由時報,https://news.ltn.com.tw/list/breakingnews/business,09/26/2024 12:20:04
news_c3c98b20046196589d6bad53fcb80a1d,川普改口支持電動車 稱「別無選擇」因受馬斯克強烈支持,財經新聞,2024-08-06T22:53:28Z,"吳孟峰／核稿編輯


〔財經頻道／綜合報導〕美國前總統川普一直以來都不支持美國現任總統拜登的電動車政策，曾揚言一旦再次當選，上任首日就要廢除此政策，甚至公開表明，即便好友馬斯克支持他參選，仍不會...…",https://ec.ltn.com.tw/article/breakingnews/4760774,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/14/2024 12:19:06
news_fb5a0cd9dc3c596fb998b24b8baf4209,捷迅孫鋼銀：海空下半年較第2季好 價格維持高檔,財經新聞,2024-08-07T11:35:57Z,"捷迅（2643）總經理孫鋼銀指出，海、空貨運市場目前運價較第二季好，且此高檔水位的運價，可望維持到年底。


孫鋼銀說，目前海運貨量較4、5月略高，美國線裝載率介於80%...…",https://ec.ltn.com.tw/article/breakingnews/4762111,自由時報,https://news.ltn.com.tw/list/breakingnews/business,08/14/2024 12:19:06
