識別碼,新聞標題,新聞分類,發布日期,新聞前言,新聞連結,來源媒體,來源媒體連結,資料更新時間
news_b6c1825f1bc5e270cdd2bc030108feb8,8月派員參加民主黨大會　國民黨：美大選變數多、須務實確保國安,政治新聞,2024-07-22T06:32:00Z,美國總統拜登拋出退選震撼彈，轉而支持副手賀錦麗代表民主黨參選，為年底大選增添變數。國民黨今（22日）表示，美國總統大選牽動世界政經局勢，國民黨持續強化對美交流，繼7月派員出席共和黨黨代表大會後，8月中旬也將派員赴美，參加民主黨黨代表大會。無論美國大選結果，中華民國仍須務實確保國家安全，追求自立自強。,https://www.ettoday.net/news/20240722/2782241.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/29/2024 12:19:18
news_2608455bd02532e47c2baf278750d9d7,拜登突退選！　郭正亮揭內幕：心智狀況與金主施壓讓民主黨怕了,政治新聞,2024-07-22T07:50:00Z,美國總統拜登於21日正式宣布退出2024總統大選。對此，前立委郭正亮今（22日）表示，拜登退選只是不想讓民主黨其他選舉繼續崩盤，若繼續參選，沒人能把握拜登的「心智狀況」，而且背後的金主已經要求退選，更強調「別想再拿一毛錢」，民主黨當然害怕影響黨內其他人，這也是真正讓拜登願意退選的原因。,https://www.ettoday.net/news/20240722/2782257.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/29/2024 12:19:18
news_47f65a246b21b59e0881373a52666858,美媒專訪 駐美代表：台灣有充分權利加入聯合國,國內政治,2024-09-20T14:36:21Z,（中央社華盛頓19日綜合外電報導）駐美代表俞大㵢指出，中國在全球升高施壓各國不承認台灣合法地位、封鎖台灣參與聯合國和其他國際組織。儘管如此，挺台聲浪與日俱增，因為繼續阻礙台灣沒有道理，也不正確。,https://www.cna.com.tw/news/aipl/202409200390.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,09/27/2024 12:23:35
news_ed1f98c0043431f0cf2dfe0f8031ddbb,習近平比毛、鄧更有野心對外擴張！楊甦棣：須留意中國「出奇不意」,政治新聞,2024-10-14T04:16:05Z,陸委會與國策院今日共同舉辦「習近平主政下中國大陸的政治、經濟與社會發展態勢」國際研討會，前美國在台協會台北辦事處處長楊甦棣（Stephen M. Young）演講表示，台海情勢...…,https://news.ltn.com.tw/news/politics/breakingnews/4829936,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,10/21/2024 12:21:02
news_82627d27e876aeef852789de94fafd8a,川普與澤倫斯基通話盼和平　俄：只對烏克蘭投降有興趣,y 軍武,2024-07-22T10:31:00Z,美國共和黨總統候選人川普20日表示，與烏克蘭總統澤倫斯基「進行了一次非常好的通話」，「身為你們的下一任美國總統，我將為世界帶來和平」。俄羅斯則指出，只對「烏克蘭投降」有興趣。,https://www.ettoday.net/news/20240722/2781981.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/29/2024 12:19:18
news_7343f586bec4cbf4ef6c6995f3a56614,拜登退選 國民黨：共和黨全代會的「團結」成最後一根稻草,政治新聞,2024-07-22T01:12:16Z,美國總統拜登（Joe Biden）宣布不再參選連任，國民黨觀選團成員、國民黨智庫副執行長凌濤指出，在舉世震驚的槍擊暗殺行動之後，川普與拜登的民調沒有顯著拉開跡象。反而是4天共和...…,https://news.ltn.com.tw/news/politics/breakingnews/4744089,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/29/2024 12:19:18
news_469e83e0029e6bfaa2c706571f548a31,美大選瞬息萬變 蔣萬安：台美維持穩固、友好的情誼,政治新聞,2024-07-22T05:52:11Z,蔣萬安今（22）天到信義區視察防颱整備工作，被問到民主黨的美國總統拜登在當地時間21日宣布退出2024年總統大選，支持副總統賀錦麗出馬競選；而共和黨的前總統及2024總統候...…,https://news.ltn.com.tw/news/politics/breakingnews/4744396,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/29/2024 12:19:18
news_2a2e5e317c90b847dc1f719e792e4a87,國民黨：共和黨代表大會觀選團訪美成功 大選前全面擴大交流,政治新聞,2024-07-22T06:22:22Z,國民黨代表團赴美國觀選共和黨代表大會，昨天凌晨抵台，8月預計還將派團前往民主黨代表大會觀選，持續關注美方的政治動態。國民黨今日表示，訪團深入了解美國共和黨的經貿議題、能源議題、...…,https://news.ltn.com.tw/news/politics/breakingnews/4744441,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/29/2024 12:19:18
news_10e794f1f71c41599f36e72d2af7d769,星期專論》推進美台關係的積極願景,政治新聞,2024-08-31T21:30:00Z,"◎何瑞恩（Ryan Hass）

二○二五年一月，美國將迎來新的總統任期。對於賴清德政府和美國新政府來說，迅速且明確地協調各自的步調，共同努力強化台灣的安全、經濟活力，提升台灣在世界舞台上的尊嚴和地位，將是事關重大的要務。而實現這項目標的關鍵措施之一，將是華盛頓和台北是否能夠就推動美台關係向前發…",https://news.ltn.com.tw/news/politics/paper/1664797,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,09/08/2024 12:20:20
news_ec84670316457c2412afc2786fdd0dd7,媒體描繪川普不友台只在乎錢 美籍YouTuber鎖吶反駁,國內政治,2024-07-22T23:10:51Z,（中央社記者石秀娟華盛頓22日專電）共和黨總統參選人川普近期對台灣議題談話引發議論。住台灣的美國YouTuber鎖吶檢視川普受訪全文、過去發言、任內官員對台立場，反駁媒體把川普描繪為對台不友善、只在乎錢的報導。,https://www.cna.com.tw/news/aipl/202407230010.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,07/30/2024 12:18:25
news_20cdc495158cccc72676e4b34af2046d,中共宣傳「回歸橋梁已通車」 民進黨示警背後統戰,國內政治,2024-07-23T04:39:56Z,（中央社記者葉素萍台北23日電）媒體報導，抖音影片滲入Threads平台，宣傳「京台高鐵」台灣回歸的橋梁已通車。民進黨中國部主任吳峻鋕今天說，這種重複而來的假訊息，除了嘲笑荒謬，也要警覺背後統戰心態，不要被溫水煮青蛙。,https://www.cna.com.tw/news/aipl/202407230127.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,07/30/2024 12:18:25
news_052003dfb5f6ace5a4c1c9cc3a4ded74,民進黨辦國安培力營  政經情境模擬鎖定美國大選,國內政治,2024-07-23T04:50:08Z,（中央社記者葉素萍台北23日電）民進黨中國事務部從8月24日至8月26日舉辦「2024新生代國家安全培力營」，即日起報名。民進黨說，營隊鎖定「美國大選後的國際情勢」作為主軸，設計一套政治、經濟模擬環境，訓練學員思考並做出整體國家因應戰略判斷。,https://www.cna.com.tw/news/aipl/202407230133.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,07/30/2024 12:18:25
news_8816158d3fdcaeffa22a2a76baaddfef,中國妨礙進步 賴總統與蓬佩奧籲關注亞洲宗教自由,國內政治,2024-07-23T06:05:31Z,（中央社東京22日綜合外電報導）總統賴清德與美國前國務卿蓬佩奧（Mike Pompeo）對亞洲的宗教自由遭破壞表示遺憾，稱國際社會必須再度關注這個議題，而中國是妨礙宗教自由進步的一大阻礙。,https://www.cna.com.tw/news/aipl/202407230173.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,07/30/2024 12:18:25
news_f2b53e88f1db88de2fec5407e7af6b5b,日官員：無論白宮誰當家 日美都將攜手維護台海和平,國內政治,2024-07-23T08:26:10Z,（中央社東京23日綜合外電報導）日本內閣官房長官林芳正日前接受路透社獨家專訪時表示，不論11月美國總統大選後是誰入主白宮，為了台灣海峽的和平，日本將持續與美國合作。,https://www.cna.com.tw/news/aipl/202407230250.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,07/30/2024 12:18:25
news_1917064e9499df064d4e24c85f64aec0,賀錦麗對川普「恐遭KO」　郭正亮曝重大弱點,政治新聞,2024-07-22T22:42:00Z,美國總統拜登宣布退選，並支持副總統賀錦麗（Kamala Harris）接棒參選。面對強大對手川普，我國前立委郭正亮在政論節目上表示，他認為相較於拜登，賀錦麗的戰力更可能會被KO。,https://www.ettoday.net/news/20240723/2782571.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/30/2024 12:18:25
news_81a6e18273e2531764339f352c7bec30,一顆子彈打醒民主黨！　沈富雄揭「副手這樣選」：選情開始有希望,政治新聞,2024-07-23T03:35:00Z,美國總統拜登宣布退選，並力挺副總統賀錦麗（Kamala Harris）接棒參選。對此，前立委沈富雄昨（22日）表示，單看傳統民調，可以發現賀錦麗僅輸川普1％，民主黨要勝選，必須「選對副手」，推出和川普副手形象很像，但立場是務實自由派的人，例如賓夕法尼亞州州長喬什·夏皮羅（Joshua David Shapiro），和賀錦麗組成可以和川普對抗的組合。他強調，川普「那顆子彈」是讓民主黨、選民醒來的關鍵，讓選情開始有點希望。,https://www.ettoday.net/news/20240723/2782660.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/30/2024 12:18:25
news_62f2d9bfeffa674111ee5618168fba40,賀錦麗出戰「高齡候選人換人當」　口譯哥評美選：對民主黨有利,政治新聞,2024-07-23T02:37:00Z,美國總統拜登於台灣時間22日凌晨宣布退選，並力挺副總統賀錦麗接替他的位置，出馬對戰川普。對此，前駐美代表處政治組長、民進黨台北市議員「口譯哥」趙怡翔分析，提名賀錦麗有利於民主黨，她被視為「進步派」，有助於找回青年選票，且高齡的劣勢將轉嫁至川普身上，但仍需克服不親民的形象、移民和經濟議題。,https://www.ettoday.net/news/20240723/2782680.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/30/2024 12:18:25
news_6a29f8a0c384be0ffe6daa4d8792050d,拜登退選衝擊台美關係？　綠分析：無論誰繼任都會堅持建制派路線,政治新聞,2024-07-23T05:43:00Z,民進黨中國事務部今（23日）召開「民主台灣．和平永續 2024新生代國家安全培力營」啟動記者會，對於近期美國大選變局，國策研究院顧問董立文強調，美國整體戰略並不會改變。無論民主黨的繼任者是誰，相信都會堅持外交建制派的路線，繼續支持台灣；而川普競選至今更已三度提到台灣，其中也有提出防衛台灣的承諾。台灣對於美國大選中的對台論述，以及中國會如何反應、台灣自身應如何應對等等，都會是今年營隊模擬的主軸。,https://www.ettoday.net/news/20240723/2782769.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/30/2024 12:18:25
news_7bafde7f9f4305d47e33d1757f3a2312,台灣繳美更多保護費？　王鴻薇：兩岸關係搞爛了就只能乖乖繳,政治新聞,2024-07-23T03:45:00Z,美國總統候選人川普（Donald Trump）日前指出，台灣如果要美國保護，必須支付防務費用，並指台灣偷走晶片產業，非常有錢，引發軒然大波，更衝擊美、台相關產業股價。國民黨立委王鴻薇今（23日）接受「千秋萬事」主持人王淺秋專訪時表示，「兩岸早就是已讀不回，如果把兩岸關係搞這麼差，不要怪人家直接說要付保護費」、「兩岸關係不好，人家要保護費，你就乖乖去繳」。,https://www.ettoday.net/news/20240723/2782836.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/30/2024 12:18:25
news_525e1b00cc8550612f9278c2f8dbf490,川普討要保護費　前空軍副司令喊「沒問題」：售台66架F-35,政治新聞,2024-07-23T06:07:00Z,前美國總統、共和黨總統候選人川普日前接受媒體專訪時提到，台灣應向美方支付保護費，對此，前空軍副司令張延廷今（23）日表示，花錢跟美國買武器不是問題，正好提出需求購買66架F-35戰鬥機取代妥善率日漸下滑的幻象2000。,https://www.ettoday.net/news/20240723/2782963.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,07/30/2024 12:18:25
news_8d4b7aff36e1f2fffe276dac69f2d4fe,美台國防工業會議登場 5大議題強化台灣安全,國內政治,2024-09-23T01:39:20Z,（中央社記者石秀娟費城22日專電）今年度的美台國防工業會議今起登場，台灣國防部由軍備副部長徐衍璞率團出席，美國國防部印太安全事務首席副助理部長羅耶爾也將演說。會議將討論反制灰色地帶策略、強化台灣威嚇防禦力等5議題。,https://www.cna.com.tw/news/aipl/202409230033.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,09/30/2024 12:26:55
news_7ba3415627ad39db7e98b473bf2ee36b,看到滿場學員吃一驚 趙少康：以為現在國民黨活動沒人參加,政治新聞,2024-07-23T04:05:08Z,前中廣董事長趙少康今天受邀擔任「國民黨革實院中華民國工商建設研究會工商負責人研討會」講師，他表示，看到學員名冊上有縣市議員、公司總裁、總經理和律師，讓他很驚訝，看到國民黨的希望...…,https://news.ltn.com.tw/news/politics/breakingnews/4745281,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/30/2024 12:18:25
news_32268204958030b68357a3cb39c442e9,民進黨培育國安人才 推出美國大選「前景模擬」,政治新聞,2024-07-23T03:35:54Z,民進黨辦理「民主台灣．和平永續 2024新生代國家安全培力營」，以2024美國大選為主軸設計國際政治經濟情勢「前景模擬」、資訊作戰及假訊息因應思考、經濟情勢決策訓練等課程，期...…,https://news.ltn.com.tw/news/politics/breakingnews/4745319,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/30/2024 12:18:25
news_af7d0c98998bf53db1f27c6208ed2e32,學者：賀錦麗會延續拜登對台政策,政治新聞,2024-07-22T21:30:00Z,"卓揆：相信美國人民會選擇最好的總統


〔記者黃靖媗、羅欣貞／綜合報導〕美國總統拜登廿一日宣布放棄爭取連任，全力支持現任副總統賀錦麗代表民主黨參選下任總統。台大政治系副教授陳世民昨受訪分析，民主黨應會由賀錦麗接棒參選，若賀錦麗當選總統，台美關係及美國對中關係，大致會延續過去三年多拜登的政策，不…",https://news.ltn.com.tw/news/politics/paper/1658030,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/30/2024 12:18:25
news_88aebe930a83f3527f38ee549ebdfe3f,CNN：川普稱台灣偷走美國晶片業 但非事實,國內政治,2024-07-24T05:46:58Z,（中央社台北24日綜合外電報導）美國有線電視新聞網 （CNN）報導，美國前總統川普在上週刊登的專訪中，指控台灣在價值5000億美元的電腦晶片製造業中搶走美國的霸主地位，引發譁然，但這並非事實。,https://www.cna.com.tw/news/aipl/202407240167.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,07/31/2024 12:19:17
news_b669ed193675a08310fe18cea441b096,盧秀燕訪美急返台是作秀？ 陳亭妃揭2目的：出發前早知有颱風,政治新聞,2024-07-24T03:20:29Z,台中市長盧秀燕颱風來襲前赴美訪問，昨日又臨時決定折返，颱風假決策又大轉彎，被質疑是作秀。對此，民進黨立委陳亭妃今（24）日批評，盧秀燕出發前就知道有颱風，但盧要做總統候選人，一...…,https://news.ltn.com.tw/news/politics/breakingnews/4746683,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,07/31/2024 12:19:17
news_6c3a3500a206a5579789d39127746773,川普當選「習近平也頭痛」！　矢板明夫：「收保護費」對台有利,政治新聞,2024-07-24T23:34:00Z,原本只是兩個老人在叫囂的無聊美國大選，因為川普遭槍擊及逼宮「換登」後而有震撼性轉變，但接棒的賀錦麗真的比拜登更爛更好打？「天選之人」川普已經一隻腳踏進白宮了嗎？資深政治評論員矢板明夫分析戲劇張力十足的選戰，他說就算是川普當選「習近平也頭痛」，因為狂妄如他都有一個堅持！,https://www.ettoday.net/news/20240725/2783271.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/01/2024 12:20:14
news_6188a726a03349d2cd9d932e91a0c5e1,冷眼集》中國涉台單位很忙,政治新聞,2024-09-01T21:30:00Z,"記者鄒景雯／特稿
中國涉台單位最近很忙，他們在忙什麼？台灣像面鏡子，可以映照出他們力道所及的所思所想、所作所為。
對岸新近一波的工作重點，在時間點上緊扣美國國安顧問蘇利文訪問中國的時程，在主題上相互勾連、策略運用。中共鎖定賴清德作為集中打擊的對象，以壓低台灣總統在國內與國際間的聲勢，操作的手法包…",https://news.ltn.com.tw/news/politics/paper/1664853,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,09/09/2024 12:20:45
news_22833a7e89012615c29ea004f20a2976,大法官疑查弊案是立院職責？　林濁水舉3例：難道要立委放棄監督,政治新聞,2024-08-07T06:52:00Z,憲法法庭6日針對國會改革釋憲案進行言詞辯論，而大法官黃昭元質疑，查弊案算不算立法院權力，查了能夠做什麼？對此，前立委林濁水今（7日）表示，難道發現弊案，立法院可以置之不理，監督政策不可能完全不碰到弊案，立委就要放棄監督？水門案弊案，美國國會可以不管？川普煽動群眾佔領國會，國會要安靜？柯文哲京華城案，市議員不可以調查？所以揭弊不應該是立委主業，但必要時揭弊也得做。,https://www.ettoday.net/news/20240807/2792739.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/14/2024 12:18:37
news_eb6a9ebb13be62670e2478f7ddd91ca5,烏克蘭外長訪中　美媒：尋求結束戰爭之道,y 軍武,2024-07-25T03:26:00Z,烏克蘭總統澤倫斯基近日首次暗示，有意願與俄羅斯就結束烏克蘭戰爭進行談判，而烏克蘭外交部長庫列巴今日起訪中；美媒報導，烏方主要議題包括尋求結束俄羅斯侵略戰爭之道，及中國可能發揮的作用。,https://www.ettoday.net/news/20240725/2782810.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/01/2024 12:20:14
news_ef0349532793724baad679a9db4bf340,小笠原欣幸：若美對台國防支出過度施壓 恐正中北京下懷,國內政治,2024-08-15T13:11:07Z,（中央社東京15日綜合外電報導）觀察台灣政治發展30年的日本學者小笠原欣幸今天在「日經亞洲」撰文指出，不少美國政壇與外交政策專家近年大聲疾呼台灣提高國防支出，但是華府對台過度施壓恐正中北京下懷。,https://www.cna.com.tw/news/aipl/202408150387.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,08/22/2024 12:19:09
news_554e67864edbed5a5ac92e4e63d80f3e,外媒：川普保護費說引發不安 憂台灣成談判籌碼,國內政治,2024-07-26T03:06:08Z,（中央社台北26日綜合外電報導）政治新聞網站Politico報導，台灣政界愈來愈擔心，美國前總統川普若贏得11月大選並再度入主白宮，可能會讓台灣變成美國在外交上與中國談判的籌碼。,https://www.cna.com.tw/news/aipl/202407260077.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,08/02/2024 12:19:48
news_e8c0b10999a6769379865e1a099047b5,力挺林郁婷！蔣萬安：她就是女生　可以代表參賽,政治新聞,2024-08-07T02:13:00Z,台灣女子拳擊選手林郁婷與阿爾及利亞選手克莉芙在巴黎奧運面臨的性別風波，國際拳擊總會（IBA）5日特別召開記者會，結果整場內容混亂無比，且提不出任何證據；中華奧會已委請律師發警告信函給IBA，必要時將提告。對此，台北市長蔣萬安7日也喊話力挺林郁婷，表示林就是女生，可以代表參賽。,https://www.ettoday.net/news/20240807/2792516.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/14/2024 12:18:37
news_3c88d19bce857c2b142bf14782b1383f,美前官員筆戰小笠原欣幸 稱台灣國防需要劇烈改變,國內政治,2024-08-16T00:46:13Z,（中央社記者鍾佑貞華盛頓15日專電）日本學者小笠原欣幸認為，美國如果在國防議題上對台過度施壓，恐怕正中北京下懷，「台灣需要的是鼓勵，不是懲罰」。美國前官員柯伯吉今天指出，考量到現實，台灣備戰時間不足，不適用鼓勵，反而需要劇烈改變。,https://www.cna.com.tw/news/aipl/202408160019.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,08/23/2024 12:20:44
news_20a39393d82fc4d2883b7f9fc524ce36,美媒：蔡英文預計未來幾週內訪美,國內政治,2024-10-15T21:24:10Z,（中央社記者鍾佑貞華盛頓15日專電）前總統蔡英文結束訪問捷克行程後，已啟程前往巴黎。美國政治新聞媒體Politico今天報導，兩名知情人士告訴NatSec Daily，蔡英文結束歐洲行後，預計在未來幾週內訪問美國。,https://www.cna.com.tw/news/aipl/202410160006.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,10/23/2024 12:48:30
news_88cc141c9941df35db993fa769ef244c,美國學者談川普防衛費說 籲事涉戰爭應謹慎發言,國內政治,2024-07-27T00:11:03Z,（中央社記者鍾佑貞華盛頓26日專電）川普之前說台灣應該付美國「防衛費」持續引發討論。美國學者歐漢倫今天表示，歷史上領袖對承諾發出混亂的訊息時，常引爆戰爭，因此若涉及戰爭的議題，言辭非常重要，川普需要更謹慎。,https://www.cna.com.tw/news/aipl/202407270017.aspx,中央通訊社,https://www.cna.com.tw/list/aipl.aspx,08/03/2024 12:18:53
news_6cec8d51f4d99ec2e67cd2ba5c6dbe77,美媒：蔡英文預計未來幾週內訪美,政治新聞,2024-10-15T22:41:45Z,前總統蔡英文結束訪問捷克行程後，已啟程前往巴黎。美國政治新聞媒體Politico今天報導，兩名知情人士告訴NatSec Daily（National Security Daily），蔡英文結...…,https://news.ltn.com.tw/news/politics/breakingnews/4831940,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,10/23/2024 12:48:30
news_5bf2563c0d20338f4b66320b01bb21c9,川普稱台灣應向美付費 美學者歐漢倫：事涉戰爭應謹慎發言,政治新聞,2024-07-27T00:33:15Z,"川普之前說台灣應該付美國「防衛費」持續引發討論。美國學者歐漢倫今天表示，歷史上領袖對承諾發出混亂的訊息時，常引爆戰爭，因此若涉及戰爭的議題，言辭非常重要，川普需要更謹慎。

      ...…",https://news.ltn.com.tw/news/politics/breakingnews/4749953,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,08/03/2024 12:18:53
news_b2fa94c4109e5d692e99cb544acf56c8,星期專論》進一步思考烏克蘭對兩岸關係緊張的意義,政治新聞,2024-09-07T21:30:00Z,"◎楊甦棣（Stephen M. Young）
自由世界團結一致，共同反對自封強人的俄羅斯總統普廷（Vladimir Putin）無端對烏克蘭發動攻擊，給台灣帶來許多有意義的啟示。澤倫斯基（Volodymyr Zelenskyy）政府的英勇表現，超出大多數分析家的預期，但這場戰爭也讓烏克蘭人民付出慘…",https://news.ltn.com.tw/news/politics/paper/1665917,自由時報,https://news.ltn.com.tw/list/breakingnews/politics,09/15/2024 12:22:05
